CODUSU,ANO4,TRIMESTRE,NRO_HOGAR,COMPONENTE,H15,REGION,MAS_500,AGLOMERADO,PONDERA,CH03,CH04,CH05,CH06,CH07,CH08,CH09,CH10,CH11,CH12,CH13,CH14,CH15,CH15_COD,CH16,CH16_COD,NIVEL_ED,ESTADO,CAT_OCUP,CAT_INAC,IMPUTA,PP02C1,PP02C2,PP02C3,PP02C4,PP02C5,PP02C6,PP02C7,PP02C8,PP02E,PP02H,PP02I,PP03C,PP03D,PP3E_TOT,PP3F_TOT,PP03G,PP03H,PP03I,PP03J,INTENSI,PP04A,PP04B_COD,PP04B1,PP04B2,PP04B3_MES,PP04B3_ANO,PP04B3_DIA,PP04C,PP04C99,PP04D_COD,PP04G,PP05B2_MES,PP05B2_ANO,PP05B2_DIA,PP05C_1,PP05C_2,PP05C_3,PP05E,PP05F,PP05H,PP06A,PP06C,PP06D,PP06E,PP06H,PP07A,PP07C,PP07D,PP07E,PP07F1,PP07F2,PP07F3,PP07F4,PP07F5,PP07G1,PP07G2,PP07G3,PP07G4,PP07G_59,PP07H,PP07I,PP07J,PP07K,PP08D1,PP08D4,PP08F1,PP08F2,PP08J1,PP08J2,PP08J3,PP09A,PP09A_ESP,PP09B,PP09C,PP09C_ESP,PP10A,PP10C,PP10D,PP10E,PP11A,PP11B_COD,PP11B1,PP11B2_MES,PP11B2_ANO,PP11B2_DIA,PP11C,PP11C99,PP11D_COD,PP11G_ANO,PP11G_MES,PP11G_DIA,PP11L,PP11L1,PP11M,PP11N,PP11O,PP11P,PP11Q,PP11R,PP11S,PP11T,P21,DECOCUR,IDECOCUR,RDECOCUR,GDECOCUR,PDECOCUR,ADECOCUR,PONDIIO,TOT_P12,P47T,DECINDR,IDECINDR,RDECINDR,GDECINDR,PDECINDR,ADECINDR,PONDII,V2_M,V3_M,V4_M,V5_M,V8_M,V9_M,V10_M,V11_M,V12_M,V18_M,V19_AM,V21_M,T_VI,ITF,DECIFR,IDECIFR,RDECIFR,GDECIFR,PDECIFR,ADECIFR,IPCF,DECCFR,IDECCFR,RDECCFR,GDECCFR,PDECCFR,ADECCFR,PONDIH,año
TQRMNOPUTHLMKQCDEGGFB00852588,2024,1,1,3,1,42,S,10,439,3,Femenino,1979-06-22 00:00:00,44,5,1,1,2,0,4,2,4.0,1,,1,,3,1,3,0,,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,30.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,4000.0,2.0,0.0,0.0,0.0,0.0,99.0,3.0,10333.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9,12,12.0,12,12.0,,12,0,0,-9.0,12,12.0,12,12.0,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12.0,12,12.0,,12,0.0,12,12.0,12,12.0,,12,0,2024
TQRMNOPUTHLMKQCDEGGFB00852588,2024,1,1,4,1,42,S,10,439,5,Femenino,2001-09-21 00:00:00,22,5,1,1,2,0,7,2,0.0,1,,1,,5,3,0,4,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0,0.0,,0,439,0,0.0,0,0.0,0,0.0,,0,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12.0,12,12.0,,12,0.0,12,12.0,12,12.0,,12,0,2024
TQRMNOPUTHLMKQCDEGGFB00852588,2024,1,1,5,0,42,S,10,439,5,Femenino,2020-03-14 00:00:00,3,5,1,2,1,1,1,2,0.0,1,,6,,7,4,0,5,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0,0.0,,0,439,0,0.0,0,0.0,0,0.0,,0,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12.0,12,12.0,,12,0.0,12,12.0,12,12.0,,12,0,2024
TQRMNOPPWHLLKRCDEGGFB00852574,2024,1,1,1,1,42,S,10,675,1,Masculino,1900-01-01 00:00:00,54,2,1,1,2,0,4,1,,1,,1,,4,1,3,0,,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,40.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2500.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,80313.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,1.0,1.0,3.0,250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,250000,5,5.0,5,5.0,,6,923,0,250000.0,5,6.0,6,5.0,,6,1015,0,0,0,0,0,0,0,0,0,0,0,0,0,850000,8,9.0,8,8.0,,8,212500.0,6,6.0,6,6.0,,6,1610,2024
TQRMNOPPWHLLKRCDEGGFB00852574,2024,1,1,2,1,42,S,10,675,2,Femenino,1900-01-01 00:00:00,53,2,4,1,2,0,4,1,,1,,1,,4,1,3,0,,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,20.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,4804.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,30314.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,1.0,4.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,200000,4,5.0,5,4.0,,5,926,0,200000.0,5,5.0,5,4.0,,5,993,0,0,0,0,0,0,0,0,0,0,0,0,0,850000,8,9.0,8,8.0,,8,212500.0,6,6.0,6,6.0,,6,1610,2024
TQRMNOPPWHLLKRCDEGGFB00852574,2024,1,1,3,1,42,S,10,675,3,Femenino,1900-01-01 00:00:00,26,5,4,1,2,0,7,1,,1,,1,,6,1,3,0,,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,40.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,5601.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,53313.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,1.0,4.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,200000,4,4.0,4,4.0,,4,926,0,200000.0,4,5.0,5,4.0,,5,993,0,0,0,0,0,0,0,0,0,0,0,0,0,850000,8,9.0,8,8.0,,8,212500.0,6,6.0,6,6.0,,6,1610,2024
TQRMNOPPWHLLKRCDEGGFB00852574,2024,1,1,4,1,42,S,10,675,3,Masculino,1900-01-01 00:00:00,25,5,4,1,1,1,7,2,4.0,1,,1,,5,1,3,0,,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,48.0,0.0,2.0,0.0,2.0,2.0,3.0,2.0,3100.0,2.0,0.0,0.0,0.0,0.0,99.0,1.0,80332.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,1.0,4.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,200000,4,5.0,5,4.0,,5,883,0,200000.0,4,5.0,5,4.0,,4,1027,0,0,0,0,0,0,0,0,0,0,0,0,0,850000,8,9.0,8,8.0,,8,212500.0,6,6.0,6,6.0,,6,1610,2024
TQRMNORSQHKKLPCDEGGFB00856882,2024,1,1,1,1,42,S,10,733,1,Femenino,1900-01-01 00:00:00,41,2,1,1,2,0,7,1,,1,,1,,6,1,3,0,,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,32.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,7200.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,20333.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,400000.0,0.0,0.0,0.0,200000.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,400000,8,8.0,9,8.0,,9,937,0,600000.0,9,9.0,10,9.0,,10,1086,0,0,0,0,0,0,0,0,0,0,0,0,0,1350000,10,10.0,10,9.0,,10,337500.0,8,8.0,8,8.0,,8,1427,2024
TQRMNORSQHKKLPCDEGGFB00856882,2024,1,1,2,1,42,S,10,733,2,Masculino,1900-01-01 00:00:00,45,2,1,1,2,0,7,1,,1,,1,,6,1,3,0,,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,50.0,0.0,2.0,0.0,2.0,2.0,3.0,1.0,8401.0,2.0,0.0,0.0,0.0,0.0,99.0,9.0,72201.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,500000.0,0.0,0.0,0.0,250000.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,500000,9,9.0,9,9.0,,9,929,0,750000.0,10,10.0,10,9.0,,10,1138,0,0,0,0,0,0,0,0,0,0,0,0,0,1350000,10,10.0,10,9.0,,10,337500.0,8,8.0,8,8.0,,8,1427,2024
TQRMNORSQHKKLPCDEGGFB00856882,2024,1,1,3,0,42,S,10,733,3,Femenino,1900-01-01 00:00:00,4,5,1,2,1,2,1,2,0.0,1,,6,,7,4,0,5,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0,0.0,,0,733,0,0.0,0,0.0,0,0.0,,0,733,0,0,0,0,0,0,0,0,0,0,0,0,0,1350000,10,10.0,10,9.0,,10,337500.0,8,8.0,8,8.0,,8,1427,2024
TQRMNORSQHKKLPCDEGGFB00856882,2024,1,1,4,0,42,S,10,733,3,Femenino,1900-01-01 00:00:00,4,5,1,2,1,2,1,2,0.0,1,,6,,7,4,0,5,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0,0.0,,0,733,0,0.0,0,0.0,0,0.0,,0,733,0,0,0,0,0,0,0,0,0,0,0,0,0,1350000,10,10.0,10,9.0,,10,337500.0,8,8.0,8,8.0,,8,1427,2024
TQRMNOQQUHJKKRCDEHNHB00854299,2024,1,1,2,1,42,S,27,542,3,Femenino,2000-01-03 00:00:00,24,5,1,1,1,2,6,2,3.0,1,,1,,5,1,3,0,,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,40.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,4000.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,10333.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,4.0,300000.0,0.0,0.0,0.0,150000.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,300000,6,7.0,7,6.0,,7,706,0,450000.0,8,8.0,9,8.0,,9,673,0,0,0,0,0,0,0,0,0,0,0,0,0,960000,9,9.0,9,8.0,,9,480000.0,9,9.0,10,9.0,,10,746,2024
TQRMNOQQUHJKKRCDEHNHB00854299,2024,1,1,1,1,42,S,27,542,1,Femenino,1971-05-06 00:00:00,52,3,1,1,2,0,7,1,,3,46.0,1,,6,1,3,0,,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,40.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,6500.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,10333.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,340000.0,0.0,0.0,0.0,170000.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,340000,7,7.0,7,7.0,,8,672,0,510000.0,9,9.0,9,8.0,,9,654,0,0,0,0,0,0,0,0,0,0,0,0,0,960000,9,9.0,9,8.0,,9,480000.0,9,9.0,10,9.0,,10,746,2024
TQRMNOPUSHLOLLCDEHNHB00854249,2024,1,2,1,1,42,S,27,419,1,Masculino,1994-04-25 00:00:00,29,1,4,1,2,0,4,2,4.0,1,,1,,3,1,3,0,,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,30.0,24.0,2.0,0.0,2.0,2.0,3.0,2.0,4000.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,72313.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,1.0,2.0,180000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,180000,4,4.0,4,3.0,,5,404,400000,580000.0,9,9.0,9,9.0,,9,426,0,0,0,0,0,0,0,0,0,0,0,0,0,675000,7,7.0,7,7.0,,7,135000.0,4,4.0,4,4.0,,4,398,2024
TQRMNOPUSHLOLLCDEHNHB00854249,2024,1,2,2,1,42,S,27,419,2,Femenino,1997-05-09 00:00:00,26,1,4,1,2,0,2,1,,2,,1,,2,3,0,4,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0,0.0,,0,419,0,95000.0,2,2.0,2,2.0,,2,420,0,0,0,95000,0,0,0,0,0,0,0,0,95000,675000,7,7.0,7,7.0,,7,135000.0,4,4.0,4,4.0,,4,398,2024
TQRMNOPUSHLOLLCDEHNHB00854249,2024,1,2,3,0,42,S,27,419,3,Femenino,2014-03-16 00:00:00,9,5,4,1,1,1,2,2,4.0,1,,1,,1,4,0,3,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0,0.0,,0,419,0,0.0,0,0.0,0,0.0,,0,419,0,0,0,0,0,0,0,0,0,0,0,0,0,675000,7,7.0,7,7.0,,7,135000.0,4,4.0,4,4.0,,4,398,2024
TQRMNOPUSHLOLLCDEHNHB00854249,2024,1,2,4,0,42,S,27,419,3,Femenino,2016-11-11 00:00:00,7,5,4,1,1,1,2,2,1.0,1,,1,,1,4,0,3,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0,0.0,,0,419,0,0.0,0,0.0,0,0.0,,0,419,0,0,0,0,0,0,0,0,0,0,0,0,0,675000,7,7.0,7,7.0,,7,135000.0,4,4.0,4,4.0,,4,398,2024
TQRMNOPUSHLOLLCDEHNHB00854249,2024,1,2,5,0,42,S,27,419,3,Masculino,2021-09-07 00:00:00,2,5,4,2,3,0,0,0,,1,,6,,7,4,0,5,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0,0.0,,0,419,0,0.0,0,0.0,0,0.0,,0,419,0,0,0,0,0,0,0,0,0,0,0,0,0,675000,7,7.0,7,7.0,,7,135000.0,4,4.0,4,4.0,,4,398,2024
TQSMNOTUUHMMKOCDEHMHF00806282,2024,1,1,1,1,42,N,26,342,1,Femenino,1991-04-22 00:00:00,32,1,4,1,2,0,4,2,3.0,3,54.0,1,,3,3,0,4,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0,,0.0,0,342,0,203500.0,5,5.0,5,,5.0,4,344,0,0,0,203500,0,0,0,0,0,0,0,0,203500,575500,6,7.0,6,,7.0,6,95916.67,2,2.0,2,,3.0,2,362,2024
TQSMNOTUUHMMKOCDEHMHF00806282,2024,1,1,2,1,42,N,26,342,2,Masculino,1964-06-23 00:00:00,59,1,1,1,2,0,4,1,,3,6.0,1,,4,1,3,0,,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,30.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,8401.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,72313.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,5.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,4.0,372000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,372000,7,8.0,8,,8.0,6,351,0,372000.0,7,8.0,8,,8.0,7,364,0,0,0,0,0,0,0,0,0,0,0,0,0,575500,6,7.0,6,,7.0,6,95916.67,2,2.0,2,,3.0,2,362,2024
TQSMNOTUUHMMKOCDEHMHF00806282,2024,1,1,3,1,42,N,26,342,3,Masculino,2010-04-05 00:00:00,14,5,1,1,1,1,4,2,1.0,1,,1,,3,3,0,3,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0,,0.0,0,342,0,0.0,0,0.0,0,,0.0,0,342,0,0,0,0,0,0,0,0,0,0,0,0,0,575500,6,7.0,6,,7.0,6,95916.67,2,2.0,2,,3.0,2,362,2024
TQSMNOTUUHMMKOCDEHMHF00806282,2024,1,1,4,0,42,N,26,342,3,Femenino,2014-04-25 00:00:00,9,5,1,1,1,1,2,2,4.0,1,,1,,1,4,0,3,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0,,0.0,0,342,0,0.0,0,0.0,0,,0.0,0,342,0,0,0,0,0,0,0,0,0,0,0,0,0,575500,6,7.0,6,,7.0,6,95916.67,2,2.0,2,,3.0,2,362,2024
TQSMNOTUUHMMKOCDEHMHF00806282,2024,1,1,5,0,42,N,26,342,3,Femenino,2019-02-15 00:00:00,5,5,1,1,1,1,1,2,0.0,1,,1,,7,4,0,5,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0,,0.0,0,342,0,0.0,0,0.0,0,,0.0,0,342,0,0,0,0,0,0,0,0,0,0,0,0,0,575500,6,7.0,6,,7.0,6,95916.67,2,2.0,2,,3.0,2,362,2024
TQSMNOTUUHMMKOCDEHMHF00806282,2024,1,1,6,0,42,N,26,342,3,Masculino,2023-01-04 00:00:00,1,5,1,3,0,0,0,0,,1,,6,,7,4,0,5,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0,,0.0,0,342,0,0.0,0,0.0,0,,0.0,0,342,0,0,0,0,0,0,0,0,0,0,0,0,0,575500,6,7.0,6,,7.0,6,95916.67,2,2.0,2,,3.0,2,362,2024
TQRMNOPSXHJLLMCDEHNHB00797465,2024,1,1,1,1,42,S,27,528,1,Femenino,1965-10-12 00:00:00,58,5,1,1,2,0,4,1,,1,,1,,4,1,3,0,,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,44.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,8600.0,2.0,0.0,0.0,0.0,0.0,12.0,0.0,35333.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,424000.0,0.0,0.0,0.0,230000.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,424000,8,9.0,9,8.0,,9,538,0,654000.0,9,10.0,10,9.0,,10,547,0,0,0,0,0,0,0,0,0,0,0,0,0,1284000,9,10.0,10,9.0,,10,321000.0,8,8.0,8,8.0,,9,667,2024
TQRMNOPSXHJLLMCDEHNHB00797465,2024,1,1,2,1,42,S,27,528,3,Femenino,1989-10-23 00:00:00,34,5,1,1,2,0,7,2,2.0,1,,1,,5,1,3,0,,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,35.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,8600.0,2.0,0.0,0.0,0.0,0.0,12.0,0.0,10333.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,370000.0,0.0,0.0,0.0,180000.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,370000,7,8.0,8,7.0,,8,569,0,550000.0,9,9.0,9,9.0,,9,563,0,0,0,0,0,0,0,0,0,0,0,0,0,1284000,9,10.0,10,9.0,,10,321000.0,8,8.0,8,8.0,,9,667,2024
TQRMNOPSXHJLLMCDEHNHB00797465,2024,1,1,3,1,42,S,27,528,3,Femenino,2008-04-26 00:00:00,15,5,1,1,1,1,4,2,4.0,1,,1,,3,3,0,3,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0,0.0,,0,528,0,0.0,0,0.0,0,0.0,,0,528,0,0,0,0,0,0,0,0,0,0,0,0,0,1284000,9,10.0,10,9.0,,10,321000.0,8,8.0,8,8.0,,9,667,2024
TQRMNOPSXHJLLMCDEHNHB00797465,2024,1,1,4,1,42,S,27,528,3,Masculino,1993-08-18 00:00:00,30,5,4,1,2,0,4,1,,1,,1,,4,1,3,0,,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,47.0,0.0,1.0,1.0,2.0,1.0,3.0,2.0,4803.0,2.0,0.0,0.0,0.0,0.0,99.0,1.0,30314.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,9.0,4.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,1.0,4.0,80000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,80000,2,2.0,2,2.0,,3,563,0,80000.0,2,2.0,2,1.0,,2,566,0,0,0,0,0,0,0,0,0,0,0,0,0,1284000,9,10.0,10,9.0,,10,321000.0,8,8.0,8,8.0,,9,667,2024
TQRMNOQRSHJMKPCDEHNHB00856887,2024,1,1,1,1,42,S,27,566,1,Masculino,1984-08-30 00:00:00,39,1,4,1,2,0,4,2,3.0,1,,1,,3,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,4000.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,5002.0,8.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,7.0,6.0,2.0,300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,300000,6,7.0,7,6.0,,7,657,0,300000.0,6,7.0,7,6.0,,7,670,0,0,0,0,0,0,0,0,0,0,0,0,0,700000,7,8.0,7,7.0,,8,350000.0,8,8.0,9,8.0,,9,573,2024
TQRMNOQRSHJMKPCDEHNHB00856887,2024,1,1,2,1,42,S,27,566,2,Femenino,1987-04-05 00:00:00,36,1,1,1,2,0,7,2,3.0,1,,1,,5,1,3,0,,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,30.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,8401.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,10202.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,400000,8,8.0,8,7.0,,8,606,0,400000.0,8,8.0,8,8.0,,8,604,0,0,0,0,0,0,0,0,0,0,0,0,0,700000,7,8.0,7,7.0,,8,350000.0,8,8.0,9,8.0,,9,573,2024
